body,author,title,label,link,time,date,id,
"Circula nas redes sociais um texto com orientações para prevenir o contágio pelo novo coronavírus, surgido na cidade de Wuhan, na China, no final de 2019. Entre as dicas, é dito que o chá de erva-doce possui as mesmas propriedades do Tamiflu, medicamento utilizado no tratamento de diversos tipos de gripe. Por meio do ​",Chico Marés, #Verificamos: É falso que chá de erva-doce pode ser usado como tratamento contra o novo coronavírus,FALSO,https://piaui.folha.uol.com.br/lupa/2020/02/01/verificamos-coronavirus-erva-doce/,07h00,01.fev.2020,447,
"No primeiro ano da 56º legislatura, os deputados federais ",Nathália Afonso, Economia e segurança pública dominaram a pauta da Câmara dos Deputados em 2019,,https://piaui.folha.uol.com.br/lupa/2020/01/31/pauta-camara-2019-economia/,19h52,31.jan.2020,448,
"Circula nas redes sociais uma foto que mostra várias pessoas deitadas no chão em uma rua. Na legenda, é dito que a foto foi tirada na China, e que as pessoas estão caídas por causa do novo coronavírus. Por meio do ​",Chico Marés, #Verificamos: Foto de pessoas caídas na rua é antiga e não tem relação com o novo coronavírus,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/30/verificamos-coronavirus-caidos/,19h37,30.jan.2020,449,
Circula pelas redes sociais um texto atribuído à atriz Regina Duarte respondendo a ,Maurício Moraes, #Verificamos: Texto em resposta a vídeo de Zélia Duncan não foi escrito por Regina Duarte,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/30/verificamos-texto-zelia-duncan-regina-duarte/,16h27,30.jan.2020,450,
"O presidente Jair Bolsonaro e os ex-presidentes Luiz Inácio Lula da Silva e Dilma Rousseff são alvos constantes de informações falsas. No novo episódio do Verifica, os jornalistas Gilberto Scofield e Natália Leal esclarecem alguns boatos que circularam pelas redes sociais envolvendo esses personagens políticos. ",Equipe Lupa, Verifica T01-EP21: Coronavírus gera surto de informações falsas nas redes sociais,,https://piaui.folha.uol.com.br/lupa/2020/01/29/verifica-coronavirus-boato/,20h40,29.jan.2020,451,
Descoberto em ,Equipe Lupa, Coronavírus: veja o que já checamos sobre a pandemia que atinge o mundo,,https://piaui.folha.uol.com.br/lupa/2020/01/28/coronavirus-o-que-checamos/,20h38,28.jan.2020,452,
"Circula pelas redes sociais um post com a afirmação de que já existe uma patente para uma versão atenuada (ou seja, inofensiva) do coronavírus, ",Maurício Moraes, #Verificamos: É falso que patente prove que farmacêuticas espalharam novo coronavírus para vender vacinas,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/24/verificamos-patente-farmaceuticas-coronavirus-vacinas/,18h37,24.jan.2020,453,
"Circula nas redes sociais um texto que diz que fetos humanos são uma iguaria na China. Como “prova”, são exibidas fotos de um homem chinês de meia-idade preparando e comendo uma sopa de fetos humanos. Por meio do ​",Chico Marés," #Verificamos: ‘Sopa de feto’ não é prato tradicional na China, e sim obra de arte contemporânea",FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/29/verificamos-sopa-de-feto/,19h23,29.jan.2020,454,
"Circula pelas redes sociais um post com uma montagem que mostra, do lado esquerdo, a foto da sede de uma empresa de onde teria saído o novo coronavírus, ou 2019-nCoV. Na foto do lado direito está o logotipo da Umbrella Corporation, companhia fictícia que aparece nos games da franquia de terror ",Maurício Moraes, #Verificamos: Empresa chinesa com logo ‘inspirado’ no game Resident Evil não tem relação com coronavírus,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/29/verificamos-resident-evil/,18h07,29.jan.2020,455,
"Na última segunda-feira, o prefeito de São Paulo, Bruno Covas (PSDB), foi entrevistado no programa Roda Viva, da TV Cultura. Durante a entrevista, ele falou sobre o orçamento do município e a Cracolândia – criticando o PT e defendendo seu antecessor, João Doria. Covas também comentou sobre a educação de São Paulo, citando dados sobre o número de crianças que aguardam na fila por uma vaga em creches públicas na cidade. A ",Maurício Moraes," Orçamento, Cracolândia e Fundurb: erros e imprecisões de Bruno Covas no Roda Viva",FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/29/bruno-covas-roda-viva/,14h28,29.jan.2020,456,
Circula nas redes sociais um tuíte supostamente publicado pelo jornal ,Chico Marés, #Verificamos: É montagem tuíte de ‘O Globo’ dizendo que paciente com coronavírus mordeu médico,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/28/verificamos-globo-coronavirus/,17h16,28.jan.2020,457,
"Circula pelas redes sociais a informação de que as autoridades chinesas têm escondido dados sobre o total de infectados pelo novo coronavírus (2019-nCoV). O vírus surgiu na cidade de Wuhan, em dezembro. Segundo o post, o país asiático mantém 30 milhões de pessoas em quarentena. Haveria também 2,8 milhões de infectados e 112 mil mortos. A fonte dos números seria o programa de rádio de Hal Turner, um radialista e blogueiro norte-americano que diz ter trabalhado por 15 anos no FBI. Por meio do ​",Equipe Lupa," #Verificamos: É falso que coronavírus infectou 2,8 milhões e matou 112 mil na China",FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/27/verificamos-coronavirus-infectou-28-milhoes-matou-112-mil-china/,18h11,27.jan.2020,458,
"Neste sábado (25), o rompimento da barragem no Córrego do Feijão, em Brumadinho (MG), completa um ano. Aproximadamente 14 milhões de toneladas de lama e rejeitos de minério percorreram a região, matando 259 pessoas e causando danos na fauna e flora da região, incluindo o Rio Paraopeba, em Minas Gerais.  ",Nathália Afonso, Um ano de Brumadinho: só uma de nove barragens a montante foi fechada pela Vale,DE OLHO,https://piaui.folha.uol.com.br/lupa/2020/01/25/um-ano-brumadinho-vale/,07h01,25.jan.2020,459,
"Circula nas redes sociais um vídeo no qual uma mulher, bastante alterada, tenta interagir com o presidente Jair Bolsonaro em um aeroporto. Após negativa, ela começa a ofender o presidente. Na legenda, é informado que a mulher é “filha de Lula”. Por meio do ​",Chico Marés, #Verificamos: Mulher que hostilizou Bolsonaro em aeroporto não é filha de Lula,,https://piaui.folha.uol.com.br/lupa/2020/01/23/verificamos-filha-lula-bolsonaro/,20h05,23.jan.2020,460,
"No último domingo (19), o Poder em Foco, do SBT, exibiu entrevista com o ministro da Economia, Paulo Guedes. No programa, o ministro falou sobre a situação da economia do Brasil atualmente, sobre o histórico do desempenho econômico do país e sobre o BNDES, entre outros assuntos. A ",Chico Marés," No SBT, Paulo Guedes erra valores desembolsados pelo BNDES na última década",FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/23/sbt-paulo-guedes-bndes/,12h10,23.jan.2020,461,
Circula pelas redes sociais que a prefeitura do Rio de Janeiro confirmou que a água distribuída pela Companhia Estadual de Águas e Esgotos do Rio de Janeiro (Cedae) estaria contaminada com esgoto. Por meio do ​,Nathália Afonso, #Verificamos: É falso que prefeitura do Rio confirmou que água distribuída pela Cedae está ‘contaminada com esgoto’,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/22/verificamos-prefeitura-agua-esgoto/,19h59,22.jan.2020,462,
"Circula pelas redes sociais um vídeo que mostra um trecho asfaltado da BR-230, também conhecida como rodovia Transamazônica. Na gravação, um caminhoneiro diz que está passando pelo km 110 da estrada. Segundo ele, o trecho – antes coberto de lama e de difícil travessia, foi pavimentado apenas recentemente pelo governo do presidente Jair Bolsonaro. Por meio do ​",Maurício Moraes, #Verificamos: É falso que governo Bolsonaro pavimentou km 110 da Transamazônica,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/22/verificamos-governo-bolsonaro-km-110-transamazonica/,18h18,22.jan.2020,463,
"Desde o início do mês, os moradores do Rio de Janeiro relatam que a água distribuída pela Companhia Estadual de Águas e Esgotos do Rio de Janeiro (Cedae) apresenta turbidez, gosto de terra e odor diferente. A crise na água resultou em uma onda de desinformação sobre o assunto nas redes sociais e no Whatsapp. ",Equipe Lupa," Verifica T01-EP20: água do Rio de Janeiro está contaminada, mas por desinformação",,https://piaui.folha.uol.com.br/lupa/2020/01/22/verifica-t01-ep20-agua-rj-desinformacao/,17h05,22.jan.2020,464,
"No último domingo de janeiro, governos e entidades celebram o Dia Mundial de Luta Contra a Hanseníase. Para conscientizar sobre os perigos da doença e a necessidade do tratamento, instituições de saúde do Brasil ",Maurício Moraes, Casos de hanseníase vêm caindo no Brasil? Tatu transmite a doença? Veja mitos e verdades,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/22/hanseniase-janeiro-roxo/,07h01,22.jan.2020,465,
"O ministro da Justiça e da Segurança Pública, Sergio Moro, falou sobre o desempenho de sua pasta e sobre o governo do presidente Jair Bolsonaro durante entrevista ao programa Roda Viva, da TV Cultura, na última segunda-feira (20). Questionado sobre o vazamento de conversas com procuradores da força-tarefa da Operação Lava Jato em Curitiba, ",Maurício Moraes," No Roda Viva, Moro erra ao dizer que Bolsonaro não tentou ‘cercear o trabalho da imprensa’",FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/21/sergio-moro-roda-viva/,18h12,21.jan.2020,466,
"Circula nas redes sociais que beneficiários do programa Bolsa Família têm direito a receber um cartão extra, para a compra de material escolar, no valor de R$ 350. Por meio do ​",Chico Marés, #Verificamos: É falso que governo federal dará complemento ao Bolsa Família para a compra de material escolar,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/21/verificamos-bolsa-material-escolar/,15h13,21.jan.2020,467,
"Circula pelas redes sociais um post com a foto de uma mulher acusada de ser funcionária fantasma do atual governo federal. Segundo a publicação, trata-se de Anieyl Gusmão Paiva, filha de Luiz Paiva, que teria atuado como assessor de um dos ministros do governo da presidente Dilma Rousseff (PT). O texto diz que Anieyl ganha R$ 37 mil em salários, além de R$ 28 mil em auxílios, apesar de morar há cinco anos na Irlanda. Por meio do ​",Maurício Moraes," #Verificamos: Foto de ‘funcionária fantasma filha de assessor de Dilma’ é, na verdade, de atriz turca",FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/20/verificamos-funcionaria-fantasma-dilma/,15h43,20.jan.2020,468,
Circula pelas redes sociais que a Companhia Estadual de Águas e Esgotos do Rio de Janeiro (Cedae) determinou uma manutenção na rede de captação de água do estado. O texto diz ainda que a companhia ficará parada 12 horas para realizar essa operação e recomenda que a população economize água. Por meio do ​,Nathália Afonso, #Verificamos: É falso que Cedae irá fazer manutenção em rede de captação de água do Rio nesta quinta,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/16/verificamos-cedae-manutencao-quinta/,15h02,16.jan.2020,469,
"Durante as últimas semanas, as redes sociais foram inundadas de informações falsas sobre os incêndios da Austrália e o conflito entre Estados Unidos e Irã. Os boatos, sobre tópicos variados,  citavam até o presidente Jair Bolsonaro e o presidente da Câmara, Rodrigo Maia, e também não pouparam a ativista sueca Greta Thunberg. ",Equipe Lupa," Verifica T01-EP19: Austrália, Irã e EUA viram protagonistas da desinformação ",,https://piaui.folha.uol.com.br/lupa/2020/01/15/verifica-ira-eua-australia/,16h00,15.jan.2020,470,
Ao participar do ,Maurício Moraes, Maioria das parcerias anunciadas por Doria em Davos em 2019 ainda não saiu do papel,AINDA É CEDO PARA DIZER,https://piaui.folha.uol.com.br/lupa/2020/01/17/doria-davos-2019/,07h30,17.jan.2020,471,
Circula pelo Whatsapp um áudio de uma mulher que se apresenta como esposa de um biólogo da Fundação Oswaldo Cruz (Fiocruz). Ela conta que a entidade foi proibida de falar o risco da água distribuída pela Cedae e faz recomendações de como a água deve ser utilizada. A Lupa verificou esse material. Veja o resultado:,Nathália Afonso, Áudio de “esposa de biólogo da Fiocruz” contém informações falsas sobre água distribuída pela Cedae ,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/15/audio-fiocruz-cedae-agua/,15h19,15.jan.2020,472,
Circula pelas redes sociais e pelo WhatsApp um áudio em que se afirma que a água distribuída pela Companhia Estadual de Água e Esgoto (Cedae) no Rio de Janeiro estaria contaminada “com excesso de coliformes fecais”. A informação é atribuída a “uma pessoa do Departamento de Microbiologia” da Universidade Federal do Rio de Janeiro (UFRJ). Por meio do ​,Nathália Afonso, #Verificamos: Áudio sobre água supostamente contaminada no Rio não foi gravado pela UFRJ,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/14/verificamos-audio-agua-rio/,16h48,14.jan.2020,473,
"Circula nas redes sociais um post com a afirmação de que a Companhia Estadual de Águas e Esgotos do Rio de Janeiro (Cedae) emitiu um alerta urgente, pedindo para os moradores da região metropolitana do Rio não consumirem “água da torneira ou do filtro”. De acordo com o texto, que teria sido enviado pelo grupo de médicos do Hospital Samaritano, nem mesmo galões de 20 litros são confiáveis. Por meio do ​",Maurício Moraes, #Verificamos: É falso que Cedae alertou moradores do Rio para não beberem água da torneira ou do filtro,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/14/verificamos-cedae-alertou-moradores-rio/,16h45,14.jan.2020,474,
Circula pelas redes uma foto que mostra pessoas dentro de um ônibus alagado. A legenda que acompanha essa imagem diz que o caso aconteceu no centro do Rio de Janeiro. O conteúdo foi publicado na noite da última segunda-feira (13). Por meio do ​,Nathália Afonso, #Verificamos: Foto de passageiros em ônibus alagado é antiga e não é no Rio de Janeiro,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/14/verificamos-passageiros-chuva-rio/,16h31,14.jan.2020,475,
"Circula nas redes sociais um texto que afirma que o médico Drauzio Varella, em entrevista para o programa Fantástico, da TV Globo, recomendou um produto chamado GeniuX para a perda de memória. A publicação diz que a revista ",Chico Marés," #Verificamos: Vendedores de GeniuX usam falsa reportagem, inventam instituto e pirateiam site de dr. Drauzio",FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/14/verificamos-geniux-drauzio/,16h19,14.jan.2020,476,
"Circulam nas redes sociais fotos de supostos casamentos de homens adultos com crianças no Irã. Em uma delas, um grupo de noivos adultos aparece ao lado de meninas vestidas de noiva. Outra imagem mostra um homem idoso com uma menina vestida em trajes típicos, supostamente sua mulher. Por meio do ​",Chico Marés, #Verificamos: Estudante turca e daminhas palestinas são falsamente retratadas como noivas crianças do Irã,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/14/verificamos-estudante-turca-daminhas-palestinas-noivas-criancas-ira/,11h02,14.jan.2020,477,
"Circula pelas redes sociais a imagem de um tuíte atribuído ao ex-deputado federal Jean Wyllys (PSOL-RJ). Segundo o post, ele teria dito que os brasileiros têm de aceitar a “tradição” de os muçulmanos se casarem com meninas menores de 10 anos. Isso seria “parte da cultura islâmica” e não deveria ser visto como pedofilia. Por meio do ​",Maurício Moraes, #Verificamos: É falso que Jean Wyllys defendeu casamento de muçulmanos com meninas menores de 10 anos,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/13/verificamos-jean-wyllys-casamento-muculmanos-meninas-menores-10-anos/,18h06,13.jan.2020,478,
Circula pelas redes sociais um post com a afirmação de que o ex-presidente Luiz Inácio Lula da Silva pretende se tornar pastor evangélico e construir uma das maiores catedrais do Brasil. Por meio do ​,Nathália Afonso, #Verificamos: É falso que Lula pretende se tornar pastor evangélico e construir catedral no Brasil,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/13/verificamos-lula-pastor-evangelico-catedral/,17h26,13.jan.2020,479,
Circula pelas redes sociais um vídeo que mostra o apresentador Fábio Porchat na cama do lado de um homem. Por meio do ​,Nathália Afonso, #Verificamos: Vídeo de Fábio Porchat na cama com homem é ‘pegadinha’ feita em programa da Record,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/10/verificamos-porchat-cama-homem/,19h26,10.jan.2020,480,
"Circula pelas redes sociais um post com um vídeo que mostra mísseis sobrevoando uma cidade e explodindo no ar. Em seguida, um deles acaba atingindo um alvo no solo e ocorre uma grande explosão. Desesperada, a pessoa que fazia a filmagem se afasta da janela e sai correndo pela sala, junto com um cachorro. Ao fundo, uma TV mostra o noticiário local. Por meio do ​",Maurício Moraes, #Verificamos: Vídeo que mostra ataque de mísseis é antigo e foi gravado em Israel,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/10/verificamos-video-ataque-misseis-israel/,18h43,10.jan.2020,481,
"Circula pelas redes sociais um post com a afirmação de que o brasileiro Sérgio Vieira de Mello, alto comissário para os direitos humanos da Organização das Nações Unidas (ONU), foi morto em 2003 por um grupo ligado ao general iraniano Qassim Suleimani. Ele foi vítima ",Maurício Moraes, #Verificamos: É falso que diplomata brasileiro foi morto por grupo ligado a Suleimani,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/10/verificamos-diplomata-brasileiro-morto-grupo-suleimani/,16h09,10.jan.2020,482,
Circula pelas redes sociais que a ativista sueca Greta Thunberg ainda não se posicionou sobre incêndios da Austrália. Por meio do ​,Nathália Afonso, #Verificamos: É falso que Greta Thunberg tenha ficado em silêncio sobre incêndios na Austrália,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/10/verificamos-greta-incendios-australia/,15h37,10.jan.2020,483,
"O presidente Jair Bolsonaro e os ministros do Meio Ambiente, Ricardo Salles, e da Casa Civil, Onyx Lorenzoni, começaram o ano comparando a onda de incêndios que atinge a Austrália com as queimadas na Amazônia no ano passado. Em suas redes sociais, os três criticaram figuras públicas que haviam se manifestado sobre o problema brasileiro, como o presidente da França, Emmanuel Macron, e a ativista Greta Thunberg, alegando que os dois silenciaram sobre a catástrofe recente. Também citaram números sobre o fogo na Amazônia, numa tentativa de minimizar o problema. A ",Chico Marés," Bolsonaro, Salles e Onyx erram ao comparar incêndios na Amazônia e Austrália",EXAGERADO,https://piaui.folha.uol.com.br/lupa/2020/01/10/bolsonaro-ministros-incendios-australia/,07h00,10.jan.2020,484,
Circula pelas redes sociais que o presidente Jair Bolsonaro convocou reservistas das Forças Armadas brasileiras para auxiliar os Estados Unidos em um conflito com o Irã. Por meio do ​,Nathália Afonso, #Verificamos: É falso que Bolsonaro convocou reservistas para auxiliar EUA contra o Irã,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/09/verificamos-bolsonaro-convocou-reservistas/,15h42,09.jan.2020,485,
"Circula pelas redes sociais uma foto que mostra o ex-presidente Luiz Inácio Lula da Silva (PT) ao lado de um homem com uma camiseta em homenagem à ex-presidente Dilma Rousseff (PT). Segundo o texto que acompanha a imagem, esse homem seria irmão de Adélio Bispo de Oliveira, responsável pela facada que feriu gravemente o então candidato Jair Bolsonaro em setembro de 2018, durante as eleições presidenciais.",Nathália Afonso, #Verificamos: Homem ao lado de Lula em fotografia não é irmão de Adélio Bispo,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/09/verificamos-lula-irmao-adelio/,19h40,09.jan.2020,486,
"A desinformação nas redes sociais não tira férias, e, nesta virada de ano, a checagem também não parou. No primeiro episódio do Verifica de 2020, a ",Equipe Lupa," Verifica T01-EP18: Irã, Porta dos Fundos e IPVA – os boatos nas redes no início de 2020",,https://piaui.folha.uol.com.br/lupa/2020/01/08/verifica-ira-porta-fundos-2020/,20h38,08.jan.2020,487,
"Circula pelas redes sociais um post com a informação de que quase 200 pessoas foram presas na Austrália por causarem deliberadamente incêndios florestais. Segundo o texto, isso provaria que o fogo não está ligado à mudança climática do planeta. Por meio do ​",Maurício Moraes, #Verificamos: É falso que polícia prendeu cerca de 200 pessoas por causarem incêndios na Austrália,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/08/verificamos-policia-prendeu-200-pessoas-incendios-australia/,18h40,08.jan.2020,489,
"A tensão entre o Irã e os Estados Unidos se reflete nas redes sociais. O assunto é um dos principais tópicos em proliferação de informações falsas nos últimos dias. No dia 2 de janeiro, os ",Equipe Lupa, Irã x EUA: conflito gera onda de desinformação, veja o que é fato e o que é falso,,https://piaui.folha.uol.com.br/lupa/2020/01/08/ira-eua-conflito-desinformacao/,15h00,08.jan.2020,490
"Circulam pelas redes sociais diversas fotos que mostram o lançamento de mísseis contra alvos no Oriente Médio. As legendas dessas imagens afirmam que os registros seriam de um ataque coordenado pelo Irã contra os Estados Unidos na noite de terça-feira (7), madrugada de quarta no horário local. As fotografias começaram a ser compartilhadas com o aumento da tensão entre os dois países nos últimos dias.",Nathália Afonso, #Verificamos: São antigas fotos de mísseis sendo lançados pelo Irã,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/08/verificamos-fotos-misseis-ira/,13h24,08.jan.2020,491,
Circula pelas redes sociais uma foto de militares sentados em um avião. A legenda que acompanha essa imagem informa que soldados americanos estão sendo enviados para o Irã. Por meio do ​,Nathália Afonso, #Verificamos: Foto de soldados americanos em avião é antiga e não tem relação com o Irã,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/07/verificamos-soldados-aviao-eua-ira/,18h56,07.jan.2020,492,
"Circula nas redes sociais que o presidente da Câmara, Rodrigo Maia (DEM-RJ), pediu, em plenário, um minuto de silêncio pela morte do general iraniano Qassim Suleimani. O militar, comandante da Força Quds, unidade de elite do Exército Revolucionário Islâmico do Irã, foi morto no dia 3 de janeiro em um ataque aéreo realizado pelos Estados Unidos, em Bagdá, capital do Iraque. Por meio do ​",Chico Marés, #Verificamos: É falso que Rodrigo Maia pediu minuto de silêncio por morte de general iraniano,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/07/verificamos-maia-suleimani/,17h40,07.jan.2020,493,
"Circula pelas redes sociais o vídeo de uma mulher em desespero dentro de um avião, gritando “Aleluia!” e “Jesus! Jesus!” em inglês. Segundo a legenda das imagens, trata-se de uma cristã que embarcou em um voo de Dubai para a Jamaica. Ela teria sido tocada pelo Espírito Santo e, com a sua atitude, teria adiado a partida do avião em duas horas. Depois que foi retirada da aeronave, o capitão notou que havia um problema no motor. As imagens seguintes mostram uma das turbinas em chamas e o avião sendo evacuado. Por meio do ​",Maurício Moraes, #Verificamos: É montagem vídeo de mulher que grita por Jesus e salva avião de acidente,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/07/verificamos-video-mulher-grita-jesus-salva-aviao/,16h32,07.jan.2020,494,
"Circula nas redes sociais fotos de uma tempestade e de terrenos alagados na Austrália. Na legenda, é dito que “tudo está alagado” e que “cangurus pulam alegremente completamente molhados”. Por meio do ​",Nathália Afonso, #Verificamos: Fotos de tempestade na Austrália são antigas e não têm relação com incêndios recentes,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/07/verificamos-tempestade-australia/,15h47,07.jan.2020,495,
"Circula nas redes sociais um vídeo que mostra um grupo de pessoas arremessando pedras contra veículos militares. Na legenda, é informado que são iraquianos atacando militares dos Estados Unidos. Por meio do ​",Chico Marés, #Verificamos: Veículos militares apedrejados por civis em vídeo não são tropas norte-americanas,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/06/verificamos-tropas-americanas/,19h24,06.jan.2020,496,
"Circula nas redes sociais um vídeo que mostra um comboio com vários caminhões sendo bombardeado. Na legenda, é informado que se trata ",Chico Marés, #Verificamos: Vídeo de ataque a general iraniano é conteúdo promocional de jogo,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/06/verificamos-ataque-general-iraniano/,16h19,06.jan.2020,497,
"Circula pelas redes sociais um vídeo que mostra alguns bombeiros comemorando chuva em uma área incendiada. De acordo com a legenda, a cena ocorreu na Austrália no sábado (4), graças ao “poder da oração”. Desde setembro, ",Maurício Moraes, #Verificamos: Vídeo de chuva que caiu pelo “poder da oração” em incêndio na Austrália é antigo,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/06/verificamos-video-chuva-incendio-australia/,14h42,06.jan.2020,498,
"Circula pelas redes sociais um post com a informação de que o presidente do PSL, Luciano Bivar, também comanda a seguradora Líder, responsável pela administração de um consórcio de empresas que cuidam do Seguro de Danos Pessoais por Veículos Automotores Terrestres (DPVAT). A publicação diz ainda que Guiomar Mendes, mulher do ministro do Supremo Tribunal Federal (STF) Gilmar Mendes, é vice-presidente da Líder. Por meio do ​",Maurício Moraes, #Verificamos: É falso que Luciano Bivar seja presidente da administradora do DPVAT,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/03/verificamos-bivar-dpvat/,19h17,03.jan.2020,499,
Circula pelas redes sociais um post com a informação de que dependentes com deficiência não vão mais receber pensão por morte dos pais por causa da reforma da Previdência. O texto diz ainda que as pensões para filhas de militares foram mantidas. Por meio do ​,Maurício Moraes, #Verificamos: É falso que dependentes com deficiência perdem pensão por morte dos pais com reforma da Previdência,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/02/verificamos-dependentes-previdencia/,15h13,02.jan.2020,500,
"Circula pelas redes sociais um vídeo que mostra a conclusão de uma ponte ferroviária sobre o rio São Francisco, no Nordeste, considerada como a “maior da América Latina”. De acordo com a legenda, o governo do presidente Jair Bolsonaro terminou a obra em 11 meses. Segundo a publicação, a construção estava parada por causa de “corrupção”. Por meio do ​",Maurício Moraes, #Verificamos: É falso que Bolsonaro concluiu ponte ferroviária no Nordeste em 11 meses,FALSO,https://piaui.folha.uol.com.br/lupa/2020/01/02/verificamos-bolsonaro-ponte-ferroviaria-nordeste-11-meses/,17h12,02.jan.2020,501,
"Em 2019, não foi só o presidente Jair Bolsonaro (PSL) e ",Chico Marés," Auxílio pet shop, adega milionária e Globo nas arábias: as notícias falsas sobre adversários de Bolsonaro",,https://piaui.folha.uol.com.br/lupa/2019/12/31/retrospectiva-adversarios-bolsonaro/,10h13,31.dez.2019,502,
"Circula pelas redes sociais um vídeo que mostra o compositor Chico Buarque falando sobre como são produzidas as suas músicas. Na gravação, ele diz comprar todas as suas canções de compositores anônimos e afirma que um deles se chama Ahmed. “Esses caras me abordam na rua e vão vendendo música para mim. E eu vou comprando”, afirma. Por meio do ​",Maurício Moraes, #Verificamos: É falso que Chico Buarque compra músicas de compositores anônimos,,https://piaui.folha.uol.com.br/lupa/2020/01/03/verificamos-chico-buarque-compra-musicas-compositores-anonimos/,15h07,03.jan.2020,503,
"Circula pelas redes sociais a foto de uma arena onde cães estão lutando. Do lado direito da imagem, há uma série de banners da Heineken. Uma legenda pede para os consumidores boicotarem a marca por estar presente na rinha dos animais. Não é informado o local nem a data em que a disputa aconteceu. Em 14 de dezembro, ",Maurício Moraes, #Verificamos: É falso que Heineken patrocinou rinha de cães,FALSO,https://piaui.folha.uol.com.br/lupa/2019/12/30/verificamos-heineken-patrocinou-rinha-caes/,12h53,30.dez.2019,504,
"Circula pelas redes sociais que a ministra da Família, Mulher e Direitos Humanos, Damares Alves, teria dito que foi ao inferno 15 vezes e viu o “Vale dos Homossexuais”. Por meio do ​",Nathália Afonso, #Verificamos: Damares nunca disse que foi ao inferno 15 vezes e visitou o ‘Vale dos Homossexuais’,FALSO,https://piaui.folha.uol.com.br/lupa/2019/12/26/verificamos-damares-vale-homossexuais/,16h56,26.dez.2019,505,
"Neste 31 de dezembro, o Brasil completa seu primeiro ano com Jair Bolsonaro como presidente da República. Em apenas 365 dias, a ",Equipe Lupa," Decretos, obras e o sargento-traficante: as fakes sobre Bolsonaro mais populares em 2019",,https://piaui.folha.uol.com.br/lupa/2019/12/30/fakes-bolsonaro-2019/,07h36,30.dez.2019,506,
"Ao trabalhar com verificação de fatos, o checador se depara com muitas informações estranhas ao longo do dia – sejam elas falsas ou verdadeiras. Em 2019, a ",Equipe Lupa, ‘Mas alguém acreditou nisso?’: veja os boatos mais bizarros checados em 2019,,https://piaui.folha.uol.com.br/lupa/2019/12/27/boatos-bizarros-2019/,07h12,27.dez.2019,507,
"Circula nas redes sociais uma página de internet que afirma que o médico Drauzio Varella descobriu “a reversão da diabetes”. O texto é uma propaganda de um suplemento chamado FitoGlico que, supostamente, seria recomendado por Varella. O layout do site é bastante similar à página do médico, ",Chico Marés, #Verificamos: Drauzio Varella nunca fez propaganda para produto que supostamente ‘reverte a diabetes’,FALSO,https://piaui.folha.uol.com.br/lupa/2019/12/19/verificamos-drauzio-diabetes/,20h14,19.dez.2019,508,
